🚀 FULL MATRIX: 140 files × 5 backends × 3 tiers = 2100 calls
📋 Checkpoint: 0 results already in live_matrix_full_v2.jsonl
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0003_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0004_openssl.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0005_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0006_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0007_openssl.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0008_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
🚀 FULL MATRIX: 140 files × 5 backends × 3 tiers = 2100 calls
📋 Checkpoint: 1576 results already in live_matrix_full_v2.jsonl
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0009_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0010_openssl.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0011_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0012_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0013_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0014_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0015_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0016_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0017_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0018_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.4s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0019_openssl.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 DES_0020_pycryptodome.bin: GT=DES PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0001_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0002_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0003_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0004_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0005_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0006_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0007_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0008_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0009_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0010_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0011_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0012_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0013_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0014_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0015_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0016_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0017_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0018_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0019_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 ML-KEM-768_0020_openssl.bin: GT=ML-KEM-768 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0001_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0002_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0003_openssl.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0004_openssl.bin: GT=RSA-2048 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0005_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.5s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0006_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0007_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0008_openssl.bin: GT=RSA-2048 PRED=UNKNOWN (0.3s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0009_openssl.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0010_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
  ❌ [nemotron-3-super:cloud] tier3 RSA-2048_0011_pycryptodome.bin: GT=RSA-2048 PRED=UNKNOWN (0.2s) ERROR:HTTP 429: Too Many Requests | {"error":"you (khangalal88) ha
    ⏳ 429 rate-limit, retry in 6s (attempt 1/3)
    ⏳ 429 rate-limit, retry in 11s (attempt 2/3)
    ⏳ 429 rate-limit, retry in 21s (attempt 3/3)
    ⏳ tier3_raw 429, retry in 6s
    ⏳ tier3_raw 429, retry in 11s
    ⏳ tier3_raw 429, retry in 21s
